captured_at,reg_no,ins_code,symbol,name_fa,fund_type,category,investment_type,market,is_etf,manager,website,last_price_rial,closing_price_rial,previous_price_rial,price_min_rial,price_max_rial,cancel_nav_rial,issue_nav_rial,statistical_nav_rial,nav_premium_pct,net_asset_rial,daily_return_pct,weekly_return_pct,monthly_return_pct,quarterly_return_pct,six_month_return_pct,annual_return_pct,trade_count,volume,trade_value_rial,estimated_individual_money_flow_rial,estimated_individual_buy_per_capita_rial,estimated_individual_sell_per_capita_rial,individual_buy_power_ratio,units_subscribed_day,units_redeemed_day,net_units_flow,stock_pct,bond_pct,cash_pct,deposit_pct,commodity_pct,other_pct,source_updated_at
2026-09-26T14:57:44.203Z,fundbase:همتا,,همتا,صندوق همتا,سهامی عادی,سهامی,ETF,نامشخص,true,سبدگردان قلک,https://app.fundbase.ir/funds/%D9%87%D9%85%D8%AA%D8%A7,21556,21556,20928.155339805824,,,21241,,,1.482981027258612,2000000000000,3,,,,,,,124638,0,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:همسنگ,,همسنگ,صندوق همسنگ,سهامی شاخصی,شاخصی,ETF,نامشخص,true,سبدگردان مفید,https://app.fundbase.ir/funds/%D9%87%D9%85%D8%B3%D9%86%DA%AF,20586,20586,20021.396615444464,,,20403,,,0.8969269225113985,25000000000000,2.82,,,,,,,16833129,340000000000,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:همیان,,همیان,صندوق همیان,طلا,طلا,ETF,نامشخص,true,تامین سرمایه سپهر,https://app.fundbase.ir/funds/%D9%87%D9%85%DB%8C%D8%A7%D9%86,20760,20760,20605.45905707196,,,20919,,,-0.7600745733543635,11000000000000,0.75,,,,,,,2506004,50000000000,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:هوشمند,,هوشمند,صندوق هوشمند,سهامی شاخصی,شاخصی,ETF,نامشخص,true,سبدگردان هوشمند رابین,https://app.fundbase.ir/funds/%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF,19300,19300,19061.728395061727,,,19461,,,-0.8272956168747791,1000000000000,1.25,,,,,,,2511735,50000000000,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:هیبرید,,هیبرید,صندوق هیبرید,مختلط,مختلط,ETF,نامشخص,true,سبد گردان آسمان,https://app.fundbase.ir/funds/%D9%87%DB%8C%D8%A8%D8%B1%DB%8C%D8%AF,23032,23032,22997.503744383423,,,24088,,,-4.383925606110928,5000000000000,0.15,,,,,,,12656094,290000000000,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:وبازار,,وبازار,صندوق وبازار,سهامی شاخصی,شاخصی,ETF,نامشخص,true,سبدگردان آشنا,https://app.fundbase.ir/funds/%D9%88%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1,57499,57499,56677.180877279454,,,57955,,,-0.7868173582952331,3000000000000,1.45,,,,,,,3284858,190000000000,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:ولتاژ,,ولتاژ,صندوق ولتاژ,بخشی,بخشی,ETF,نامشخص,true,سبدگردان گندم,https://app.fundbase.ir/funds/%D9%88%D9%84%D8%AA%D8%A7%DA%98,18789,18789,18478.560188827698,,,18996,,,-1.0897030953885056,4000000000000,1.68,,,,,,,1685708,30000000000,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:ونچر,,ونچر,صندوق ونچر,جسورانه,جسورانه,ETF,نامشخص,true,سبدگردان توسعه فیروزه,https://app.fundbase.ir/funds/%D9%88%D9%86%DA%86%D8%B1,1514000,1514000,1514000,,,,,,,1000000000000,0,,,,,,,0.1,,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:ویسرو,,ویسرو,صندوق ویسرو,جسورانه,جسورانه,,نامشخص,false,null,https://app.fundbase.ir/funds/%D9%88%DB%8C%D8%B3%D8%B1%D9%88,1324399,1324399,1324399,,,,,,,90000000000000,0,,,,,,,,,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:یاس,,یاس,صندوق یاس,نقره,طلا,ETF,نامشخص,true,null,https://app.fundbase.ir/funds/%DB%8C%D8%A7%D8%B3,10600,10600,10596.820953713886,,,10629,,,-0.2728384608147505,180000000000000,0.03,,,,,,,24058424,250000000000,,,,,,,,,,,,,,
2026-09-26T14:57:44.203Z,fundbase:یوتیلیتی,,یوتیلیتی,صندوق یوتیلیتی,بخشی,بخشی,ETF,نامشخص,true,مشاور سرمایه گذاری پرتو آفتاب کیان,https://app.fundbase.ir/funds/%DB%8C%D9%88%D8%AA%DB%8C%D9%84%DB%8C%D8%AA%DB%8C,10911,10911,10594.232449752402,,,10931,,,-0.18296587686396082,180000000000000,2.99,,,,,,,15506283,170000000000,,,,,,,,,,,,,,
